geom,Name_fi,Address_fi,Link_fi,Link_en,Selite_fi,Selite_en
"POINT (25482380 6676499)",Ylämäenlaidan leikkipaikka,"Ylämäentie, 02760 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/ylamaenlaidan-leikkipaikka"" target=""_palvelu"">Ylämäenlaidan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/ylamaenlaita-playground"" target=""_palvelu"">Ylämäenlaita playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506194 6689008)",Kuusijärven leikkipaikka,"Kuusijärventie 3, 01260 Vantaa","<a href=""http://vantaa.fi"" target=""_palvelu"">Kuusijärven leikkipaikka</a>","<a href=""http://vantaa.fi"" target=""_palvelu"">The Kuusijärvi play area</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25507285 6679801)",Leikkipaikka Kastellinpuisto,"Kastellinpolku 5, 00970 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kastellinpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Kastellinpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491630 6682778)",Leikkipaikka Leirimäki,"Kilterinkuja 3, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Leirimäki</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Leirimäki</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489110 6682902)",Leikkipaikka Lammaspuisto II,"Mantelilastu 6, 01710 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Lammaspuisto II</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Lammaspuisto II</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485763 6672241)",Matinkallionpuiston leikkipaikka,"Nelikkotie 6, 02230 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/matinkallionpuiston-leikkipaikka"" target=""_palvelu"">Matinkallionpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/fi/toimipisteet/matinkallionpuiston-leikkipaikka"" target=""_palvelu"">Martinkallio playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25487045 6673522)",Tonttumaan leikkipaikka,"Kotitontuntie 10, 02200 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/tonttumaan-leikkipaikka"" target=""_palvelu"">Tonttumaan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/tonttumaa-playground"" target=""_palvelu"">Tonttumaa playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25498320 6675470)",Leikkipaikka Hermanninpuisto,"Eläinlääkärinkatu 7, 00580 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Hermanninpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492329 6681260)",Leikkipaikka Renginmäki,"Puustellinpolku 19, 00410 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Renginmäki</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Renginmäki</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497505 6673167)",Leikkipaikka Säätytalon puisto,"Ritarikatu 9, 00170 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Säätytalon puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25494662 6676320)",Leikkipaikka Kiskonpuisto,"Kiskontie 4, 00280 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kiskonpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481353 6669967)",Kartanonkulma,"Yläkartanontie 33, 02360 Espoo",Kartanonkulma,Kartanonkulma park,Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506887 6677083)",Leikkipaikka Rastilankallio,"Rastilanpolku 1, 00980 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Rastilankallio</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25490607 6689412)",Leikkipaikka Pikku-Keimolan puisto,"Keimolankaarre 6b, 01700 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Pikku-Keimolan puisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Pikku-Keimolan puisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492164 6689936)",Leikkipaikka Kvartsijuonenpuisto,"Kvartsijuonenkuja 4, 01730 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kvartsijuonenpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kvartsijuonenpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496368 6672080)",Leikkipaikka Sinebrychoffin puisto,"Uudenmaankatu 46, 00120 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Sinebrychoffin puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486135 6673655)",Lystimäenpuiston leikkipaikka,"Syyskuja 9, 02200 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/lystimaenpuiston-leikkipaikka"" target=""_palvelu"">Lystimäenpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/lystimaenpuisto-playground"" target=""_palvelu"">Lystimäenpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25487792 6686425)",Leikkipaikka Askistonmetsä,"Hakkuutie 28b, 01680 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Askistonmetsä</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Askistonmetsä</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497184 6677568)",Leikkipaikka Osmonlehto,"Osmontie 10, 00610 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Osmonlehto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491404 6683306)",Leikkipaikka Kivikaudenpuisto,"Kivikirveenkuja 6, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kivikaudenpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kivikaudenpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501693 6675995)","Leikkipaikka Mäenlaskijanpuisto ""suopuisto""","Mäenlaskijantie 2, 00810 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Mäenlaskijanpuisto ""suopuisto""</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496508 6673478)",Leikkipaikka Makasiinipuisto,"Makasiinipuisto,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Makasiinipuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25488942 6683980)",Leikkipaikka Sahrapuisto,"Kuokkapolku 6, 01630 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Sahrapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Sahrapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497825 6673440)",Leikkipaikka Liisanpuistikko,"Liisankatu 1, 00170 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Liisanpuistikko</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492888 6683553)",Leikkipaikka Louhijanpuisto,"Louhijantie 4, 01610 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Louhijanpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Louhijanpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497267 6676514)",Leikkipaikka Vallilanlaakso,"Kumpulanportti 1, 00520 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Vallilanlaakso</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505923 6686065)",Leikkipaikka Liinamäki,"Kaskikalliontie 6 B, 01200 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Liinamäki</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Liinamäki</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486459 6670941)",Matinkylän uimarannan leikkipaikka,"Matinlahdenranta 3, 02230 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/matinkylan-uimarannan-leikkipaikka"" target=""_palvelu"">Matinkylän uimarannan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/matinkyla-beach-playground"" target=""_palvelu"">Matinkylä beach playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495445 6673140)",Leikkipaikka Väinämöisenpuistikko,"Arkadiankatu 36, 00100 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Väinämöisenpuistikko</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491821 6683638)",Leikkipaikka Delfiiniaukio,"Myyrmäenraitti 4, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Delfiiniaukio</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Delfiiniaukio</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492923 6678500)",Leikkipaikka Valimomestarinpuisto,"Valimomestarinpolku 6, 00380 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Valimomestarinpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25494519 6675588)",Leikkipaikka Valpurinpuisto,"Valpurintie 6, 00270 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Valpurinpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493873 6682790)",Leikkipaikka Helene Schjerfbeckin puisto,"Helene Schjerfbeckin polku,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Helene Schjerfbeckin puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25503813 6676906)",Marjaniemen siirtolapuutarha / Leikkipaikka,"Virvakuja 6, 00930 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Marjaniemen siirtolapuutarha / Leikkipaikka</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25506336 6681423)",Leikkipaikka Kuntopuisto,"Sivupolku 2, 01280 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kuntopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kuntopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492571 6671680)",Leikkipaikka Myllykallio,"Isokaari 3, 00200 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Myllykallio</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497443 6684749)",Leikkipaikka Haltialan kartano,"Kuninkaantammentie, 00430 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Haltialan kartano</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25482431 6672182)",Purotanhuan leikkipaikka,"Lehmustie 24, 02300 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/purotanhuan-leikkipaikka"" target=""_palvelu"">Purotanhuan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/purotanhua-playground"" target=""_palvelu"">Purotanhua playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492720 6685595)",Leikkipaikka Koukkuniitty,"Koukkuniitynpolku 6, 01670 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Koukkuniitty</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Koukkuniitty</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485501 6688104)",Saudarkrokurinpuiston leikkipaikka,"Ruskatie 5, 02970 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/saudarkrokurinpuiston-leikkipaikka"" target=""_palvelu"">Saudarkrokurinpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/saudarkrokur-park-playground"" target=""_palvelu"">Saudarkrokur park playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25477446 6680611)",Nupurinkartanonpuiston leikkipaikka,"Nupurinkartanontie 1, 02820 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/nupurinkartanonpuiston-leikkipaikka"" target=""_palvelu"">Nupurinkartanonpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/nupurinkartanonpuisto-playground"" target=""_palvelu"">Nupurinkartanonpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493589 6689702)",Leikkipaikka Koivupäänpuisto,"Koivupään puistopolku 6, 01730 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Koivupäänpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Koivupäänpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25487716 6679936)",Tähtimöpuiston leikkipaikka,"Rastaspuistontie 4 B, 02620 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/tahtimopuiston-leikkipaikka"" target=""_palvelu"">Tähtimöpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/tahtimopuisto-playground"" target=""_palvelu"">Tähtimöpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25504494 6691110)",Leikkipaikka Rekolankenttä,"Eevantie 17, 01400 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Rekolankenttä</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Rekolankenttä</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
